student_id,topic_id,quiz_score,time_spent_minutes,error_count,attempts,days_since_activity
41,120,94.8,8.1,0,1,15
42,110,43.0,21.1,0,2,29
42,123,60.2,37.8,0,2,6
42,122,74.7,17.0,1,2,27
42,115,76.9,13.5,1,1,6
42,109,59.7,27.7,0,1,11
42,120,47.9,12.3,2,2,11
42,126,59.7,17.6,0,2,49
42,124,57.1,23.8,1,1,15
42,125,89.4,12.1,1,2,12
42,121,55.1,30.8,0,1,12
42,105,38.2,9.9,1,1,12
42,128,39.6,30.0,2,2,21
42,107,29.3,6.6,3,2,2
42,102,72.6,10.6,1,2,3
42,116,100.0,1.0,2,1,23
42,108,47.1,12.7,0,1,18
42,127,73.3,23.1,1,1,5
42,111,53.3,39.5,1,2,23
42,117,33.0,6.0,1,1,9
42,114,71.6,23.2,1,1,50
42,106,47.4,15.2,1,2,37
43,121,59.0,20.8,1,2,19
43,104,63.7,4.8,2,1,7
43,127,66.5,33.0,3,2,56
43,106,94.6,23.4,1,1,30
43,123,26.6,25.0,1,1,24
43,125,54.7,10.4,2,1,8
43,126,67.1,17.7,3,2,6
43,100,58.5,1.0,4,2,2
43,103,17.5,24.1,1,1,3
43,108,65.1,13.1,1,1,5
43,113,37.8,14.7,2,2,17
43,120,79.8,1.0,1,1,13
43,114,71.2,29.3,1,1,0
43,124,25.8,37.0,1,1,6
43,117,65.5,13.1,0,2,24
43,102,48.7,11.2,3,2,14
43,101,75.6,18.5,1,1,18
43,122,46.1,22.3,0,2,3
43,112,68.5,9.8,3,2,20
43,115,31.8,34.7,1,2,6
43,107,49.8,6.1,1,2,64
43,128,52.0,7.6,0,1,11
43,111,56.6,26.2,2,1,1
43,129,85.0,17.5,0,2,26
43,116,44.6,1.5,1,1,21
43,109,67.5,1.0,2,1,2
43,118,39.8,7.5,3,2,2
43,110,63.0,29.0,1,1,36
43,119,54.5,14.1,2,2,12
44,105,53.7,3.7,2,2,16
44,121,45.2,8.0,1,1,4
44,127,96.4,5.2,1,1,18
44,116,78.6,7.6,1,1,1
44,114,58.7,7.2,1,1,51
44,123,64.1,10.4,3,2,4
44,125,61.2,5.9,1,1,23
44,104,59.4,7.8,2,1,45
44,129,83.2,8.8,1,1,41
44,100,64.2,3.9,1,1,10
44,111,70.5,6.3,1,1,19
44,119,57.2,11.2,1,1,18
44,120,53.4,8.0,2,1,5
44,110,64.7,12.1,1,1,54
44,126,70.9,6.1,1,1,10
44,106,86.6,8.5,1,1,66
44,118,48.6,11.0,3,2,58
44,102,58.0,5.1,2,2,2
44,103,83.5,2.8,1,1,0
44,107,63.2,17.0,1,1,15
44,124,64.0,8.3,1,1,1
44,115,68.6,9.7,3,2,35
44,108,47.6,6.2,1,1,15
44,128,50.9,4.4,1,1,11
44,122,50.0,6.8,1,1,14
44,112,56.3,6.7,1,1,0
45,129,86.2,16.2,0,1,28
45,124,99.4,18.8,1,2,35
45,111,91.9,7.0,0,1,1
45,109,95.2,14.0,0,1,5
45,119,75.9,4.0,0,1,19
45,125,96.9,9.5,0,1,6
45,120,89.0,10.1,1,1,17
45,128,91.1,8.0,1,2,18
45,122,80.4,8.9,1,2,1
45,126,80.8,13.4,1,2,30
45,104,82.1,11.8,0,1,13
45,105,81.5,16.0,1,2,18
45,103,89.1,10.8,1,2,74
45,113,79.7,14.0,0,1,32
45,106,94.1,17.3,0,1,17
45,114,75.8,9.4,0,1,14
45,108,100.0,8.7,0,1,9
45,116,91.2,13.2,1,2,8
45,123,94.4,15.6,0,1,1
45,102,89.0,3.9,0,1,29
45,117,99.5,14.0,0,1,43
45,101,88.0,15.5,0,1,42
45,100,86.9,10.0,1,1,3
45,115,90.3,20.0,1,1,9
45,127,100.0,15.0,0,1,2
45,121,88.6,15.6,0,1,5
45,107,95.9,16.9,0,1,8
45,110,100.0,16.6,0,1,9
45,118,85.9,18.4,0,1,21
45,112,90.3,14.5,0,1,6
46,129,68.9,24.5,1,1,10
46,118,51.1,6.5,0,2,8
46,123,54.4,20.0,0,1,8
46,109,70.1,31.0,1,1,16
46,116,70.3,8.4,0,1,99
46,108,59.8,18.4,0,1,6
46,107,54.2,23.1,0,1,37
46,119,74.4,16.1,0,1,7
46,117,39.6,9.9,0,2,36
46,106,64.4,21.3,1,2,9
46,114,52.9,8.2,2,2,4
46,111,60.6,21.5,1,1,32
46,121,49.2,16.9,0,1,39
47,103,65.0,5.2,1,1,2
47,104,70.0,9.2,0,1,6
47,107,58.3,6.8,2,1,20
47,122,50.2,10.0,1,1,32
47,121,61.8,3.8,1,1,14
47,129,63.5,5.8,1,1,52
47,123,69.0,4.5,0,1,7
47,116,47.0,8.4,1,1,58
47,112,63.1,13.0,3,2,0
47,120,49.9,10.2,1,1,2
47,126,61.6,8.5,1,1,9
47,109,45.2,12.9,2,2,25
47,106,53.2,9.5,1,2,23
47,108,66.7,10.6,0,1,3
47,113,79.7,7.8,1,1,64
47,128,78.4,9.2,2,1,1
47,105,56.3,8.5,1,1,26
47,125,50.1,8.2,1,1,55
47,115,70.5,9.0,1,1,56
47,118,59.3,13.1,3,2,53
47,111,62.8,4.2,1,1,32
47,101,70.6,10.8,1,1,22
47,124,74.8,6.8,1,1,27
47,102,70.6,15.6,1,1,7
47,127,57.2,11.7,0,1,4
47,119,90.9,2.0,0,2,54
48,119,81.2,22.9,0,1,6
48,113,31.1,15.3,0,1,9
48,101,64.0,11.2,0,1,78
48,105,55.1,16.2,1,1,35
48,124,59.3,22.0,1,1,16
48,110,45.3,18.7,1,1,1
48,108,50.1,11.4,1,1,15
48,106,67.7,11.3,1,2,33
49,101,47.8,1.0,2,1,0
49,102,60.4,8.1,3,2,25
49,118,63.3,10.0,0,2,5
49,124,100.0,2.9,1,1,1
49,120,80.7,22.7,3,2,8
49,108,100.0,19.5,0,2,19
49,109,82.9,4.6,1,1,8
49,113,60.8,14.6,1,1,6
49,110,24.4,29.3,3,2,19
49,107,73.1,23.2,0,2,14
49,103,45.3,16.7,2,2,3
49,112,83.0,9.3,1,2,2
49,122,66.4,1.0,4,3,1
49,111,98.5,14.5,1,2,18
50,108,45.4,31.7,2,2,0
50,123,82.5,8.1,4,2,29
50,102,44.5,22.1,0,1,40
50,114,82.4,14.9,0,1,7
50,112,48.8,7.9,3,3,11
50,113,77.7,25.7,1,1,11
50,106,68.8,21.4,0,1,0
50,120,55.9,1.0,3,2,2
50,115,52.2,12.6,1,1,9
50,104,43.8,16.3,1,1,17
50,109,59.3,3.7,1,1,23
50,101,69.6,32.4,3,2,13
50,117,71.4,17.6,3,2,2
50,107,30.9,9.6,1,1,6
50,128,82.7,31.2,3,2,13
50,125,69.7,11.9,1,1,32
50,124,69.2,38.2,4,2,0
50,116,60.4,5.2,1,2,36
50,122,85.6,29.6,1,2,3
51,114,53.4,16.4,4,2,26
51,107,61.1,9.3,3,2,2
51,113,64.1,23.7,1,1,14
51,118,69.0,15.1,2,1,22
51,119,35.9,5.4,1,1,64
51,120,71.8,19.7,1,2,14
51,110,59.6,2.2,0,1,1
51,104,64.9,24.1,0,1,18
51,102,4.4,30.2,1,1,1
51,111,81.0,50.1,1,1,11
51,101,47.7,22.3,1,1,17
51,121,75.6,3.5,1,2,97
51,109,91.9,17.3,5,3,1
51,123,58.3,19.2,3,3,17
51,103,56.0,17.5,3,3,1
51,112,48.7,12.5,0,1,13
51,126,55.9,25.0,1,1,9
51,106,50.4,19.8,0,1,20
51,116,64.9,14.9,0,1,0
52,117,40.2,32.9,2,1,21
52,120,34.3,34.8,2,1,8
52,129,59.3,31.1,2,2,59
52,109,48.5,21.5,7,3,3
52,121,25.9,17.2,4,3,11
52,110,35.6,34.6,2,2,16
52,127,27.6,43.9,3,2,4
52,105,29.4,26.1,3,3,67
52,106,43.9,32.0,6,4,36
52,125,50.6,18.8,2,2,21
52,112,51.5,30.3,0,2,12
52,122,31.3,44.4,1,1,25
52,114,46.3,19.2,1,2,10
52,124,50.5,42.5,3,2,3
52,119,38.0,23.8,5,3,37
52,123,31.9,36.0,2,2,9
52,104,35.3,41.9,4,3,53
52,107,71.4,38.4,2,2,6
52,103,43.8,22.4,6,3,3
52,116,28.5,24.1,4,2,8
52,115,53.3,25.9,1,2,1
52,118,47.9,38.3,3,2,14
52,102,52.7,16.2,4,3,27
52,111,17.0,26.9,8,4,53
53,124,82.6,2.5,1,1,40
53,120,67.4,5.7,0,1,20
53,112,64.5,10.5,1,1,42
53,113,43.7,8.7,2,1,21
53,101,61.6,10.6,1,1,13
53,128,62.1,10.5,1,1,12
53,109,84.9,5.5,1,1,2
53,105,41.2,12.2,1,1,47
53,116,55.2,11.6,1,1,7
53,108,60.0,8.0,1,1,31
53,114,84.8,7.1,1,1,18
53,104,59.8,7.9,1,1,11
53,106,64.1,10.6,2,1,83
53,115,60.7,7.5,1,1,7
53,123,79.9,7.9,1,1,47
53,121,81.6,5.4,2,1,0
53,111,60.3,10.2,1,1,5
53,118,77.0,4.5,1,1,5
53,129,56.1,9.4,1,1,3
53,117,47.9,9.3,1,1,30
53,125,69.2,1.9,2,1,10
53,127,62.3,10.2,3,2,8
53,126,71.9,15.7,1,1,3
53,107,46.1,11.7,1,1,34
53,103,56.3,12.5,1,1,20
53,122,37.8,4.2,1,1,2
53,119,86.0,5.8,1,1,49
53,100,93.4,2.7,2,1,6
53,110,65.1,9.7,4,2,59
53,102,56.5,5.2,1,1,45
54,127,50.2,11.6,1,1,10
54,110,64.1,9.1,2,1,90
54,102,85.8,7.4,1,1,0
54,117,52.2,11.2,2,2,17
54,121,56.7,7.0,1,2,0
54,107,86.6,9.9,2,2,12
54,123,54.8,8.4,1,1,12
54,124,63.2,6.8,1,1,63
54,111,71.2,14.2,1,2,3
54,104,69.9,7.8,1,1,28
54,103,90.8,7.2,1,1,15
54,114,74.1,11.3,1,1,54
54,128,61.5,10.5,1,1,8
54,126,54.9,13.3,1,1,24
54,100,41.6,5.0,2,2,32
54,122,62.7,7.9,0,1,4
54,106,63.3,12.5,1,1,1
54,129,60.3,5.3,1,1,2
54,112,68.8,8.6,1,1,48
54,115,83.9,9.8,1,1,12
54,105,64.5,13.2,2,2,19
54,118,84.5,10.4,1,1,10
55,119,63.3,1.7,1,1,24
55,123,54.7,7.0,3,2,17
55,115,63.0,7.9,1,1,20
55,107,58.1,4.7,1,1,27
55,117,63.4,10.6,2,1,13
55,125,84.3,16.4,1,1,4
55,116,56.2,8.3,1,1,0
55,113,54.4,9.2,0,1,42
55,120,47.9,5.4,1,1,13
55,100,74.5,11.2,1,1,53
55,101,76.9,9.1,0,1,8
55,112,59.7,11.5,1,2,2
55,111,47.6,4.6,1,1,29
55,129,73.1,10.0,1,1,17
55,104,63.6,13.1,1,1,16
55,110,48.8,7.2,1,1,8
55,128,72.8,7.3,1,1,54
55,109,39.6,9.4,2,1,18
55,124,80.4,5.0,1,1,84
55,102,81.5,12.5,1,1,0
55,108,72.2,2.7,1,1,15
56,117,86.8,11.8,0,1,18
56,128,79.3,11.8,0,1,1
56,107,88.7,11.9,0,2,38
56,101,79.3,17.7,0,1,20
56,109,92.1,11.0,0,1,3
56,122,85.1,10.2,0,1,100
56,112,85.4,12.8,0,1,30
56,115,86.1,9.7,0,1,10
56,121,81.7,12.4,0,1,45
56,103,79.2,13.7,0,2,0
56,100,96.6,4.8,1,2,11
56,114,87.2,9.1,0,1,3
56,123,87.1,8.4,0,1,8
56,124,82.9,11.5,0,1,39
56,110,92.6,5.9,0,1,4
56,125,74.2,15.3,0,1,2
56,102,86.0,13.8,0,1,59
56,116,79.3,10.8,0,1,5
56,120,81.7,18.9,0,1,6
56,111,88.0,10.0,0,1,0
56,106,97.5,10.4,0,1,97
56,129,78.8,10.2,0,1,19
56,127,100.0,16.5,0,1,3
56,126,69.5,16.4,1,1,17
56,119,95.3,11.6,0,1,9
57,104,88.0,31.5,1,2,42
57,117,74.3,51.9,1,2,14
57,113,84.7,53.6,1,2,21
57,110,89.7,28.1,0,2,64
57,123,90.4,34.7,1,1,4
57,129,70.1,19.1,0,1,15
57,103,86.7,31.6,0,2,17
57,101,75.5,52.3,1,2,10
57,114,93.7,30.7,1,2,3
57,127,86.0,30.9,0,2,4
57,116,83.1,30.8,0,2,0
57,107,75.1,34.5,0,2,22
57,105,71.0,56.1,1,2,18
57,125,62.2,12.0,0,2,14
57,109,81.9,43.3,0,1,0
57,124,83.1,30.3,1,2,17
57,126,72.9,41.7,1,2,0
57,112,77.3,11.0,1,1,17
57,111,97.0,34.8,0,1,0
57,115,70.9,49.8,1,3,9
57,120,68.3,48.9,1,2,41
57,106,74.7,36.3,1,1,11
57,121,90.4,33.2,0,2,0
57,102,72.1,30.6,1,2,26
57,108,77.9,42.2,1,2,0
57,118,78.9,25.7,1,2,10
58,104,81.3,11.1,0,1,42
58,122,99.2,6.3,0,1,3
58,109,80.2,6.6,0,1,39
58,107,76.8,15.3,0,1,14
58,127,84.5,9.1,0,1,11
58,110,81.4,3.9,0,1,0
58,111,97.6,19.8,1,2,19
58,106,100.0,19.4,1,2,28
58,102,87.7,10.6,0,1,6
58,118,69.2,18.9,0,1,28
58,117,90.4,17.8,1,1,2
58,125,89.7,17.7,0,1,6
58,103,73.1,14.2,1,1,42
58,119,100.0,9.8,0,1,13
58,126,91.2,7.6,0,1,34
58,115,83.8,13.3,0,1,5
58,128,96.7,10.8,0,1,3
58,100,76.3,8.4,0,1,20
58,121,93.7,5.6,0,1,8
58,108,76.4,9.6,0,1,1
58,113,82.7,17.9,0,1,8
58,129,89.0,16.9,0,1,0
58,101,99.9,17.2,0,1,0
58,124,86.6,18.7,0,1,62
58,105,78.3,14.2,0,1,69
59,102,46.2,24.3,2,1,2
59,124,16.7,17.1,2,2,21
59,119,52.7,18.5,0,2,12
59,122,53.3,8.9,3,2,3
59,105,57.3,26.8,2,2,26
59,116,47.3,26.4,1,2,11
59,118,76.6,12.5,3,2,11
59,123,59.1,16.3,3,2,34
59,126,71.4,28.3,1,1,32
59,114,66.9,23.8,1,2,1
59,106,83.3,19.9,1,1,37
59,109,37.1,14.4,1,1,3
59,103,27.1,21.5,2,2,15
59,110,44.0,10.3,1,1,7
59,113,56.2,13.8,2,1,27
59,111,48.8,50.9,0,2,11
59,115,41.8,27.1,1,1,17
59,108,71.3,27.7,1,2,15
59,128,84.2,19.3,4,3,9
59,100,65.0,19.4,1,1,50
60,108,61.5,16.1,1,2,47
60,110,64.1,24.0,1,1,21
60,129,48.5,12.7,1,1,24
60,100,46.0,30.6,1,1,3
60,120,76.7,26.5,2,2,15
60,128,49.5,9.9,4,3,8
60,119,60.8,15.0,1,1,0
60,115,40.9,3.2,1,1,28
60,112,42.5,24.5,2,2,24
60,116,44.3,19.1,1,1,48
60,101,78.4,14.6,1,2,25
60,113,67.6,29.7,3,3,19
60,121,54.2,29.0,1,1,16
60,106,37.6,22.7,1,1,21
60,107,50.0,8.3,0,1,1
60,104,62.0,14.9,2,3,1
60,118,39.2,18.7,3,2,14
61,113,39.7,10.9,1,2,20
61,109,72.3,8.4,1,1,0
61,108,31.6,18.8,1,1,2
61,128,70.8,27.4,1,1,5
61,122,42.1,16.9,1,1,20
61,114,56.1,16.1,1,1,7
61,112,54.3,11.9,0,1,1
61,127,50.8,9.0,2,2,22
61,129,47.8,14.9,1,1,21
61,115,50.8,1.0,1,1,21
61,116,74.8,24.7,1,2,34
62,128,39.3,19.5,0,1,34
62,119,48.7,13.9,2,1,0
62,101,61.6,13.6,3,2,4
62,122,73.7,24.1,0,1,41
62,117,45.5,7.4,0,1,21
62,111,58.6,10.1,1,2,21
62,123,56.8,25.0,0,2,0
62,115,35.3,16.9,1,1,5
62,109,60.3,23.7,1,2,1
62,116,63.7,33.5,0,1,4
62,112,54.5,1.0,0,1,22
62,107,76.2,8.9,1,1,16
62,120,45.0,15.1,1,1,0
62,102,71.0,20.0,0,2,24
62,114,53.4,16.3,1,2,7
62,110,88.9,25.5,0,1,2
62,125,62.2,10.5,1,2,45
62,104,70.5,6.9,3,2,9
62,126,84.9,29.3,0,2,46
62,103,75.3,2.5,1,1,13
62,106,48.5,11.6,2,2,38
62,100,81.0,10.0,2,2,1
62,129,76.8,19.5,2,2,5
62,108,47.4,11.7,2,2,29
62,121,63.6,1.0,1,1,10
62,124,62.4,1.0,1,1,27
63,129,66.2,10.9,1,1,26
63,122,70.1,3.5,1,1,15
63,114,70.7,6.4,2,2,0
63,105,72.3,13.2,1,1,6
63,117,85.7,9.3,2,1,9
63,123,45.8,7.4,1,1,19
63,111,55.8,3.8,2,2,18
63,112,74.6,9.4,1,1,20
63,101,73.4,10.3,1,1,14
63,115,57.3,9.2,1,1,11
63,120,59.0,6.5,1,1,51
63,116,81.7,9.7,1,1,4
63,118,70.3,8.0,1,1,0
63,109,82.8,7.9,1,1,0
63,102,39.0,11.3,1,1,7
63,119,47.4,13.9,1,1,15
63,110,58.1,7.9,1,1,14
63,127,58.5,10.8,1,1,41
63,126,63.9,6.4,1,1,33
63,103,89.9,7.9,1,1,7
63,125,56.7,3.4,2,1,43
63,100,60.4,12.1,1,1,2
63,106,68.6,5.5,1,1,16
63,128,61.3,7.1,0,1,20
63,113,57.3,10.9,2,1,0
63,121,58.3,8.7,1,1,93
64,111,52.9,1.8,0,1,27
64,104,54.0,19.4,0,1,4
64,120,55.5,16.6,1,1,16
64,102,42.0,11.2,1,2,84
64,109,68.9,30.0,1,1,3
65,114,67.5,6.6,1,1,3
65,106,77.3,6.2,1,1,27
65,113,56.8,7.3,1,1,22
65,120,58.3,13.3,1,1,5
65,118,56.1,11.1,2,2,26
65,119,47.8,11.9,1,1,32
65,116,45.7,8.5,0,1,42
65,124,86.7,7.3,3,2,13
65,121,59.9,7.6,1,1,20
65,100,50.3,11.2,1,1,14
65,115,55.6,9.7,1,1,76
65,117,60.8,10.6,1,1,17
65,101,54.4,8.6,1,1,18
65,104,60.0,9.6,1,1,67
65,107,65.9,5.1,1,1,2
65,127,63.5,9.7,1,1,19
65,109,81.2,6.4,1,1,7
65,129,48.5,15.7,1,1,5
66,113,31.2,39.5,3,2,12
66,111,40.2,17.0,2,1,18
66,129,46.7,28.9,5,3,10
66,114,30.3,33.7,0,2,19
66,104,29.6,31.7,5,4,13
66,118,43.8,40.7,3,2,11
66,126,39.7,37.2,5,2,5
66,110,45.4,32.4,2,3,57
66,123,57.1,30.2,3,2,112
66,120,39.7,22.0,5,3,6
66,119,46.7,16.0,5,3,1
66,124,67.4,14.5,2,2,14
66,112,42.2,26.1,3,3,17
66,125,29.7,25.1,1,1,50
66,117,32.6,35.0,4,2,4
66,127,41.7,23.5,3,2,11
66,100,48.2,21.5,3,3,27
67,116,49.2,10.8,1,2,5
67,105,66.9,13.5,1,2,17
67,127,71.2,11.4,1,1,6
67,120,33.8,7.1,1,1,0
67,106,52.6,3.2,1,1,4
67,124,56.8,19.1,1,2,63
67,117,42.6,3.3,0,1,22
67,112,43.3,1.3,1,2,11
67,126,68.5,9.9,1,2,21
68,104,33.3,3.4,1,2,5
68,128,50.9,7.5,1,1,8
68,103,65.1,9.4,1,1,14
68,120,62.2,13.2,1,1,12
68,115,49.0,8.6,1,1,2
68,102,66.0,7.8,1,1,2
68,125,66.0,6.1,1,2,37
68,123,56.9,14.1,1,1,31
68,110,68.7,11.7,1,1,1
68,106,37.9,8.3,1,1,6
68,101,69.7,2.9,1,1,13
68,105,80.2,9.8,2,1,1
68,100,85.0,3.6,1,1,15
68,108,72.6,10.8,1,1,2
68,116,71.4,8.9,1,1,4
68,109,41.2,7.6,1,1,7
68,127,57.4,8.4,0,1,4
68,117,69.1,1.0,1,1,1
68,126,69.2,10.6,1,1,12
68,119,65.6,6.1,2,1,4
68,129,58.3,5.1,1,1,44
68,114,55.1,9.3,1,1,7
68,107,86.8,10.1,1,1,40
69,111,83.7,11.9,1,2,17
69,126,78.3,17.3,0,1,25
69,119,96.2,2.3,0,1,18
69,116,83.9,8.7,0,1,34
69,101,79.1,6.6,1,2,6
69,106,83.7,8.8,0,2,28
69,107,98.6,15.4,0,1,19
69,123,77.6,8.2,0,1,76
69,110,93.4,13.8,1,2,22
69,125,91.8,15.9,0,1,77
69,117,86.1,13.8,0,1,29
69,113,82.1,16.4,0,1,28
69,115,74.1,12.1,0,1,30
69,109,78.8,14.8,1,2,55
69,103,78.9,6.6,0,1,16
69,118,85.4,11.6,0,1,64
69,105,86.7,11.2,1,2,1
69,102,91.3,14.2,0,1,14
69,124,79.4,14.6,0,1,18
69,114,92.5,9.8,0,2,8
69,112,77.7,7.9,0,1,30
69,129,92.0,8.7,0,2,21
69,104,88.6,8.3,0,2,57
70,102,58.0,8.7,1,1,16
70,128,50.0,9.2,2,2,11
70,126,67.1,4.6,1,1,26
70,112,61.7,6.4,1,1,12
70,109,72.0,5.8,1,1,26
70,121,67.5,7.9,1,1,19
70,113,82.7,4.5,1,1,1
70,107,70.4,16.3,1,1,7
70,116,50.1,7.1,1,1,2
70,114,61.0,6.9,1,1,8
70,125,49.9,10.3,1,1,89
70,129,85.9,6.7,1,1,17
70,120,63.0,7.2,1,1,4
70,104,55.6,9.7,1,1,32
70,100,44.2,9.9,1,1,47
70,122,65.7,10.8,1,1,31
70,115,70.7,1.0,2,2,10
70,127,62.0,2.4,1,1,25
70,105,60.7,7.3,1,1,60
70,110,47.4,14.7,3,2,4
70,101,62.8,11.5,0,1,63
70,123,79.8,7.9,1,1,36
70,118,77.2,3.2,1,1,12
70,119,67.3,7.0,1,1,30
71,125,54.0,26.7,1,1,7
71,111,48.6,12.7,1,2,21
71,105,50.6,19.3,2,3,21
71,126,24.2,13.3,4,2,6
71,106,58.1,32.6,1,1,11
72,108,37.3,33.1,5,3,21
72,121,22.0,36.1,3,2,4
72,112,32.7,20.7,4,3,4
72,106,39.9,36.2,4,3,79
72,104,44.8,37.5,3,2,0
72,129,43.5,41.8,4,3,14
72,122,33.6,26.6,5,3,2
72,118,28.7,35.8,2,2,5
72,117,59.6,30.1,5,3,22
72,116,50.7,17.4,7,4,35
72,114,29.6,32.0,3,2,3
72,105,46.6,23.7,2,3,45
72,123,50.6,32.8,2,2,7
72,107,48.7,31.2,3,2,28
72,126,44.5,14.9,7,3,7
72,101,42.4,26.2,3,2,19
73,106,43.4,7.9,1,1,4
73,117,59.5,6.2,0,1,89
73,127,64.0,8.3,1,1,4
73,112,63.9,6.7,2,2,11
73,113,98.7,7.4,1,1,11
73,100,68.1,8.6,1,1,5
73,123,92.4,11.6,1,1,66
73,120,60.4,10.8,2,2,37
73,116,94.5,8.3,2,2,0
73,119,59.7,10.8,1,2,4
73,105,76.8,7.6,1,1,57
73,122,57.7,8.6,1,1,36
73,103,64.4,5.1,1,1,16
73,124,36.5,5.0,1,1,31
73,125,64.4,12.9,1,2,13
73,102,50.2,4.4,1,1,6
73,109,54.0,10.1,1,1,26
73,111,65.1,7.4,1,1,4
73,101,71.6,8.4,1,1,32
73,107,56.2,7.8,1,1,40
73,108,45.3,7.0,2,1,69
73,104,57.0,6.9,1,1,17
74,119,99.2,12.7,0,2,45
74,125,82.8,12.9,0,1,15
74,124,82.1,15.5,0,2,31
74,113,92.0,10.7,0,1,24
74,118,85.8,11.6,0,2,20
74,127,78.4,12.6,0,1,0
74,112,93.5,10.5,0,1,16
74,120,92.8,1.6,0,1,13
74,101,88.3,15.0,0,1,23
74,105,87.1,11.2,0,1,29
74,114,89.8,12.6,0,1,22
74,121,100.0,12.9,0,1,8
75,106,61.8,10.6,1,2,5
75,100,88.1,18.6,2,1,10
75,105,53.5,27.6,3,2,5
75,114,66.4,6.1,2,2,3
75,109,57.1,15.5,1,1,17
75,127,48.9,23.5,2,2,40
75,121,34.0,10.2,2,1,5
75,122,59.4,1.0,1,1,29
75,101,46.0,26.6,1,1,7
75,116,53.1,11.1,3,3,32
75,126,46.3,32.1,2,2,150
75,125,60.0,13.6,2,2,101
75,102,26.4,1.0,1,2,1
75,124,62.7,17.4,2,2,19
75,123,53.5,22.3,5,3,92
75,119,53.0,2.3,4,3,0
75,113,63.3,31.8,3,2,38
75,120,53.0,25.7,2,2,22
75,118,82.7,34.6,1,1,23
75,128,69.7,12.8,3,3,16
75,117,95.2,13.5,0,2,0
75,111,30.2,25.5,2,2,68
75,115,75.2,6.6,3,2,11
76,120,91.1,3.7,1,1,9
76,112,47.5,12.6,1,1,12
76,128,92.7,7.9,3,2,3
76,106,56.8,12.3,1,2,0
76,117,62.3,4.9,1,1,27
76,125,52.8,6.5,1,1,14
76,105,70.9,13.4,1,1,24
76,123,55.9,7.5,1,1,14
76,114,72.2,11.8,2,1,12
76,126,51.9,14.3,1,1,9
76,109,86.7,8.6,0,1,36
76,129,37.8,10.3,1,1,46
76,100,78.9,7.5,1,1,17
76,118,48.7,9.7,1,1,1
76,101,47.6,10.1,1,1,4
76,115,54.3,10.7,1,1,1
76,108,86.6,11.2,2,1,4
76,124,47.6,1.0,1,1,18
76,111,51.8,13.3,1,1,12
76,121,80.1,11.9,1,1,1
76,107,71.1,3.0,1,1,12
76,110,46.0,7.4,1,1,10
76,116,59.3,7.1,1,1,8
76,102,45.4,7.8,1,1,23
76,104,64.8,8.6,1,1,5
77,102,59.2,28.8,2,2,0
77,115,28.2,37.5,8,5,5
77,124,11.6,14.5,4,4,3
77,107,49.9,39.9,2,2,0
77,103,35.1,31.3,7,3,17
77,111,55.8,19.4,3,3,16
77,126,50.3,28.4,8,4,10
77,106,51.2,42.1,2,1,15
77,123,35.2,32.5,2,3,49
77,121,43.2,26.5,8,3,6
77,128,33.2,17.6,2,2,9
77,110,47.4,24.3,4,4,38
77,104,49.7,35.1,5,3,4
77,118,34.0,35.3,6,3,30
77,105,31.1,34.6,2,1,49
77,112,35.1,24.6,2,2,36
78,104,44.2,36.6,1,1,5
78,101,38.8,36.6,3,2,6
78,128,47.5,21.9,3,3,18
78,103,48.2,17.1,4,3,4
78,127,52.0,31.8,4,2,0
78,102,26.2,2.4,2,2,40
78,129,18.3,22.8,3,3,17
78,109,35.3,27.7,5,3,6
78,120,32.2,24.3,3,3,1
78,114,37.4,27.2,1,2,14
78,112,53.6,13.7,6,3,3
78,119,37.0,20.5,3,2,2
79,119,82.1,34.4,1,2,4
79,116,65.0,30.9,1,2,14
79,105,72.0,40.1,0,1,9
79,106,75.1,17.3,0,1,13
79,115,77.3,22.5,2,3,18
79,112,70.3,25.5,0,2,24
79,125,96.2,30.8,0,2,13
79,101,50.6,31.0,0,2,5
79,129,90.8,22.3,0,3,4
79,103,81.3,30.5,1,2,19
79,117,71.7,32.9,0,1,15
79,124,69.7,31.2,1,2,9
79,121,60.1,39.2,1,2,16
79,120,78.5,36.6,0,1,10
79,100,87.0,34.8,1,2,4
79,109,91.7,64.1,1,2,3
79,127,86.1,26.7,0,1,1
79,122,65.5,28.5,1,2,8
79,128,67.3,56.2,0,1,16
79,104,69.8,34.7,1,2,27
79,114,83.9,32.1,1,2,49
79,108,64.8,33.5,0,1,17
79,111,81.4,34.6,0,1,26
80,125,60.8,16.7,1,1,18
80,101,61.5,10.0,1,1,36
80,107,63.7,12.7,1,1,18
80,103,75.9,1.0,1,1,40
80,114,93.5,25.1,0,2,5
80,111,49.0,9.8,1,2,37
80,122,21.3,18.8,1,1,0
80,100,37.7,19.6,1,1,9
80,108,56.9,10.3,1,2,46
80,123,91.8,22.2,1,1,9
80,105,51.3,14.8,1,1,15
80,126,52.9,12.3,2,4,37
80,124,28.0,25.6,2,3,32
80,117,74.8,16.1,1,1,3
80,121,67.9,11.2,2,1,26
81,129,68.5,20.0,0,1,51
81,121,54.0,12.8,0,3,21
81,109,42.1,15.9,1,3,12
81,119,54.7,9.1,1,2,14
82,103,78.9,10.1,1,1,2
82,119,60.8,10.2,2,1,7
82,105,63.9,4.5,1,1,94
82,108,58.2,5.1,1,1,15
